,path,audio,transcription,english_transcription,intent_class,lang_id,predicted_transcription,inference_time
10,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_39.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_39.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ...,  0.00500488,
       -0.00402832,  0.00402832]), 'sampling_rate': 8000}",I like to pay my bill please thank you,I like to pay my bill please thank you,13,2," Hi, I would like to pay my bill please as it has an outstanding amount. Thank you.",0.9092373847961426
11,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_11.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_11.wav', 'array': array([ 0.        , -0.00024414,  0.        , ..., -0.00024414,
        0.        , -0.00024414]), 'sampling_rate': 8000}",I want to make a payment on my credit card bill,I want to make a payment on my credit card bill,13,2, I want to make a payment on my credit card bill.,0.8484220504760742
12,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/CAaa55d8308b78b23493096c8533cc793d_1.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/CAaa55d8308b78b23493096c8533cc793d_1.wav', 'array': array([0.00024414, 0.00024414, 0.00024414, ..., 0.00024414, 0.00024414,
       0.00024414]), 'sampling_rate': 8000}",I would like to pay my credit card bill,I would like to pay my credit card bill,13,2, I would like to pay my credit card bill.,0.8479669094085693
13,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_10.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_10.wav', 'array': array([ 0.        , -0.00024414,  0.00024414, ...,  0.00024414,
        0.00024414, -0.00048828]), 'sampling_rate': 8000}",hello how do I make a payment using BPAY,hello how do I make a payment using BPAY,13,2," Hello, how do I make a payment using BPAY?",0.8519086837768555
14,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_38.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_38.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00244141, -0.00317383]), 'sampling_rate': 8000}",I need to pay a bill,I need to pay a bill,13,2, I need to pay a bill.,0.6747400760650635
15,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_3.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_3.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00024414, 0.00024414,
       0.00024414]), 'sampling_rate': 8000}",good afternoon look I've got my credit card bill due in statements come in and I just like to make a payment on that thank you,good afternoon look I've got my credit card bill due in statements come in and I just like to make a payment on that thank you,13,2," Good afternoon. Look, I've got my credit card bill due in, statements come in, and I'd just like to make a payment on that. Thank you.",1.2054874897003174
16,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_1.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_1.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.00024414,
        0.        ,  0.        ]), 'sampling_rate': 8000}",I have to pay a bill,I have to pay a bill,13,2, I have to pay a bill.,0.6768708229064941
17,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_12.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_12.wav', 'array': array([-0.00024414,  0.        ,  0.        , ...,  0.00024414,
        0.        ,  0.        ]), 'sampling_rate': 8000}",hello ID like to make a payment for a bill it's due and a couple of days can you walk me through the steps of how to do that thank you,hello ID like to make a payment for a bill it's due and a couple of days can you walk me through the steps of how to do that thank you,13,2," Hello, I'd like to make a payment for a bill. It's due in a couple of days. Can you walk me through the steps of how to do that? Thank you.",1.284907579421997
18,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_13.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_13.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00073242,
       -0.00073242, -0.00073242]), 'sampling_rate': 8000}",I need to pay bill ID like to do it on my credit card can you tell me how,I need to pay bill ID like to do it on my credit card can you tell me how,13,2, I need to pay a bill. I'd like to do it on my credit card. Can you tell me how?,1.0148029327392578
19,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_48.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_48.wav', 'array': array([ 0.        , -0.00024414,  0.        , ..., -0.03601074,
       -0.03210449, -0.03405762]), 'sampling_rate': 8000}",make payment,make payment,13,2, Make payment.,0.6002576351165771
20,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_49.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_49.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",I would like to make a payment,I would like to make a payment,13,2, I would like to make a payment.,0.689476728439331
21,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/CAd5ed736dfa950bdf92966ff6ce83214f_3.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/CAd5ed736dfa950bdf92966ff6ce83214f_3.wav', 'array': array([-0.00024414, -0.00024414,  0.00024414, ...,  0.00073242,
        0.00024414, -0.00073242]), 'sampling_rate': 8000}",I have a builder Bay and I'm running late for my payment,I have a builder Bay and I'm running late for my payment,13,2, I have a bill to pay and I'm running late with my payment.,0.8368351459503174
22,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_40.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_40.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",I want to pay my credit card bill,I want to pay my credit card bill,13,2, I want to pay my credit card bill.,0.6938183307647705
23,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_42.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_42.wav', 'array': array([-0.00024414,  0.        ,  0.        , ..., -0.00048828,
        0.00048828,  0.00097656]), 'sampling_rate': 8000}",I've just received my credit card bill and I don't understand how you pay it can you help me,I've just received my credit card bill and I don't understand how you pay it can you help me,13,2, I've just received my credit card bill and I don't understand how to pay it. Can you help me?,1.0055263042449951
24,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_43.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_43.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",I've just received my gas bill and ID like to know how to pay using my internet banking are you able to assist,I've just received my gas bill and ID like to know how to pay using my internet banking are you able to assist,13,2, I've just received my gas bill and I'd like to know how to pay using my internet banking. Are you able to assist?,1.0903027057647705
25,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_47.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_47.wav', 'array': array([-0.00024414,  0.        ,  0.        , ...,  0.00146484,
        0.00170898,  0.00170898]), 'sampling_rate': 8000}",I need to pay a bill ID like to make payment,I need to pay a bill ID like to make payment,13,2, I need to pay a bill. I'd like to make payments.,0.9660074710845947
26,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_46.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_46.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00048828,
        0.00024414,  0.00024414]), 'sampling_rate': 8000}",hi there I'm going to pay off my credit card bill,hi there I'm going to pay off my credit card bill,13,2," Hi there, I'm calling to pay off my credit card bill.",1.0472960472106934
27,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_44.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_44.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ..., -0.00024414,
        0.        ,  0.        ]), 'sampling_rate': 8000}",yes ID like to pay my bill today using a credit card,yes ID like to pay my bill today using a credit card,13,2," Yes, I'd like to pay my bill today using a credit card.",0.8945052623748779
28,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_50.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_50.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",ID like to pay bill,ID like to pay bill,13,2, I'd like to pay a bill.,0.756561279296875
29,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_45.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_45.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
        0.        , -0.00024414]), 'sampling_rate': 8000}",hi I'm just wanting to make a payment can you help me about please,hi I'm just wanting to make a payment can you help me about please,13,2," Hi, I'm just wanting to make a payment. Can you help me with that please?",1.2407467365264893
30,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_22.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_22.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00097656,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",bill payment,bill payment,13,2, field payment.,0.6955721378326416
31,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_36.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_36.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00891113, 0.00793457,
       0.00695801]), 'sampling_rate': 8000}",hi just calling about paying a bill ID like to make it id like to make a payment please,hi just calling about paying a bill ID like to make it id like to make a payment please,13,2," Hi, I'm just calling about paying a bill. I'd like to make a payment please.",1.246403694152832
32,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/CA3e8c11415b9eb431d83f5bc497d98626_4.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/CA3e8c11415b9eb431d83f5bc497d98626_4.wav', 'array': array([-0.00024414, -0.00024414, -0.00024414, ...,  0.00024414,
        0.00024414,  0.00024414]), 'sampling_rate': 8000}",I need to make a payment an overdue payment,I need to make a payment an overdue payment,13,2," You need to make a payment, an overdue payment.",0.9800281524658203
33,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_37.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_37.wav', 'array': array([0.        , 0.00024414, 0.00024414, ..., 0.        , 0.00024414,
       0.00073242]), 'sampling_rate': 8000}",I need to pay the bill for my savings account,I need to pay the bill for my savings account,13,2, I need to pay the bill for my savings account.,0.9715876579284668
34,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_23.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_23.wav', 'array': array([ 0.        ,  0.        ,  0.00024414, ..., -0.00073242,
       -0.00048828,  0.        ]), 'sampling_rate': 8000}",I have a bill to pay in GBP can I make a payment,I have a bill to pay in GBP can I make a payment,13,2, I have a bill to pay in GBP. Can I make a payment?,1.0334408283233643
35,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_35.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_35.wav', 'array': array([0.00024414, 0.        , 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",I have a bill to pay can I please make a payment for that bill thank you,I have a bill to pay can I please make a payment for that bill thank you,13,2, I have a bill to pay. Can I please make a payment for that bill? Thank you.,0.9794187545776367
36,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_21.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_21.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
        0.        ,  0.        ]), 'sampling_rate': 8000}",make a bill payment,make a bill payment,13,2, Make a bill payment.,0.6715528964996338
37,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_20.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_20.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",yes good morning I would just like to make a payment from my credit card basically just for electricity bill on this page to help me process that transaction I don't like paying online first I like to bring up in processing,yes good morning I would just like to make a payment from my credit card basically just for electricity bill on this page to help me process that transaction I don't like paying online first I like to bring up in processing,13,2," Yes, good morning. I'd just like to make a payment from my credit card. Basically it's just for an electricity bill and I was wondering if you could help me process that transaction. I don't like paying online so that's why I'd like to ring up and process it. I have money in my account so there shouldn't be any issue there. If you could help me, that'd be really great. Thank you.",3.4539682865142822
38,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_18.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_18.wav', 'array': array([ 0.00024414,  0.        , -0.00024414, ...,  0.        ,
        0.        , -0.00024414]), 'sampling_rate': 8000}",double bit stew and I won't know how I can make this payment,double bit stew and I won't know how I can make this payment,13,2, I have a bill that's due and I want to know how I can make this payment.,1.0250937938690186
39,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_30.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_30.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.00097656,
        0.        , -0.00097656]), 'sampling_rate': 8000}",hey mate calling about my bill that stew I want to pay it can I do that over the phone thank you,hey mate calling about my bill that stew I want to pay it can I do that over the phone thank you,13,2," Hey mate, I'm calling about my bill that's due. I wanted to pay it. Can I do that over the phone? Thank you.",1.179598093032837
40,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_24.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_24.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",I want to pay one of my bills,I want to pay one of my bills,13,2, I want to pay one of my bills.,0.7247231006622314
41,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_25.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_25.wav', 'array': array([ 0.        , -0.00024414,  0.        , ..., -0.00170898,
       -0.00146484, -0.0012207 ]), 'sampling_rate': 8000}",hi just calling about a bill I have to make payment on,hi just calling about a bill I have to make payment on,13,2," Hi, I'm just calling about a bill I have to make payment on.",0.8681232929229736
42,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_31.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_31.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",I want to pay a bill,I want to pay a bill,13,2, I want to pay a bill.,0.6892836093902588
43,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_19.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~PAY_BILL/response_19.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.        ,
        0.00024414,  0.        ]), 'sampling_rate': 8000}",I would like to pay my credit card bill please,I would like to pay my credit card bill please,13,2, I would like to pay my credit card bill please.,0.7626888751983643
